Id,SalePrice
2027,151000
2028,144152
2029,179400
2030,196000
2031,196000
2032,196000
2033,196000
2034,179400
2035,176000
2036,172500
2037,160000
2038,172500
2039,270000
2040,152000
2041,218000
2042,205950
2043,145000
2044,135000
2045,154000
2046,140000
2047,135000
2048,142000
2049,142600
2050,173000
2051,144000
2052,139000
2053,141000
2054,127000
2055,135000
2056,147000
2057,143000
2058,205000
2059,141000
2060,167000
2061,139000
2062,145000
2063,155000
2064,110000
2065,144000
2066,160000
2067,123000
2068,119000
2069,115000
2070,117000
2071,125000
2072,110000
2073,139000
2074,133000
2075,129000
2076,110000
2077,141000
2078,139000
2079,105000
2080,135000
2081,135000
2082,141000
2083,135000
2084,145000
2085,155000
2086,115000
2087,105000
2088,98000
2089,110000
2090,128000
2091,107500
2092,115000
2093,105000
2094,110500
2095,215200
2096,100000
2097,96500
2098,110000
2099,110000
2100,115000
2101,113000
2102,120000
2103,110000
2104,137000
2105,96500
2106,110000
2107,117500
2108,115000
2109,115000
2110,105000
2111,118000
2112,127500
2113,117000
2114,127000
2115,159000
2116,149000
2117,117000
2118,131000
2119,119000
2120,104900
2121,79900
2122,145000
2123,115000
2124,131000
2125,125000
2126,145000
2127,163000
2128,125000
2129,187000
2130,137500
2131,102000
2132,127000
2133,120500
2134,149000
2135,187000
2136,100000
2137,129000
2138,133000
2139,132500
2140,148000
2141,148000
2142,132500
2143,129000
2144,129000
2145,129000
2146,180000
2147,235000
2148,168000
2149,171000
2150,192000
2151,135000
2152,167000
2153,155000
2154,118500
2155,155000
2156,215000
2157,220000
2158,215000
2159,179900
2160,156932
2161,230000
2162,235000
2163,313000
2164,187500
2165,256000
2166,147000
2167,230000
2168,200000
2169,230000
2170,200000
2171,144000
2172,110000
2173,156000
2174,230000
2175,215000
2176,275000
2177,195000
2178,230000
2179,143000
2180,200000
2181,230000
2182,230000
2183,214000
2184,140000
2185,137500
2186,135000
2187,149900
2188,135000
2189,169000
2190,126000
2191,118500
2192,137000
2193,118000
2194,112000
2195,151500
2196,130000
2197,86000
2198,137450
2199,144000
2200,259500
2201,149000
2202,200100
2203,165000
2204,135000
2205,135000
2206,150000
2207,230000
2208,159000
2209,289000
2210,124000
2211,120500
2212,125500
2213,141000
2214,127000
2215,109900
2216,152000
2217,98000
2218,107500
2219,108000
2220,107500
2221,392500
2222,275000
2223,201000
2224,178000
2225,126000
2226,173000
2227,187500
2228,315500
2229,220000
2230,170000
2231,224500
2232,176000
2233,175000
2234,204000
2235,204000
2236,201000
2237,220000
2238,206300
2239,118000
2240,153500
2241,171000
2242,129900
2243,127000
2244,86000
2245,91000
2246,157900
2247,127000
2248,145000
2249,129500
2250,129500
2251,128000
2252,135000
2253,180000
2254,187500
2255,181000
2256,173000
2257,178000
2258,176000
2259,181000
2260,98600
2261,251000
2262,286000
2263,325000
2264,240000
2265,168000
2266,189000
2267,239000
2268,325000
2269,157000
2270,205000
2271,180000
2272,190000
2273,190000
2274,176000
2275,175000
2276,197500
2277,155000
2278,123000
2279,147000
2280,145000
2281,181000
2282,181000
2283,118000
2284,106000
2285,148500
2286,110000
2287,318000
2288,415298
2289,280000
2290,437154
2291,485000
2292,275000
2293,318000
2294,280000
2295,437154
2296,280000
2297,426000
2298,275000
2299,250000
2300,280000
2301,446261
2302,214000
2303,214000
2304,325300
2305,209500
2306,196000
2307,202500
2308,219500
2309,319900
2310,318061
2311,171750
2312,199900
2313,181000
2314,178900
2315,186500
2316,156932
2317,185000
2318,225000
2319,225000
2320,176485
2321,215000
2322,159895
2323,175000
2324,225000
2325,176485
2326,216500
2327,174000
2328,215000
2329,181000
2330,178000
2331,290000
2332,290000
2333,290000
2334,290000
2335,290000
2336,290000
2337,147000
2338,147000
2339,225000
2340,311872
2341,465000
2342,214000
2343,176000
2344,225000
2345,214000
2346,147000
2347,250580
2348,197000
2349,227875
2350,199900
2351,370878
2352,176000
2353,250000
2354,147000
2355,141000
2356,155000
2357,201000
2358,215000
2359,120000
2360,129000
2361,129000
2362,294000
2363,158000
2364,142500
2365,196000
2366,208900
2367,208900
2368,208900
2369,199900
2370,172500
2371,177500
2372,229456
2373,250000
2374,250000
2375,270000
2376,165000
2377,270000
2378,158000
2379,250000
2380,148000
2381,179900
2382,175000
2383,174000
2384,205000
2385,148000
2386,190000
2387,129000
2388,101800
2389,110000
2390,328900
2391,156000
2392,115000
2393,158000
2394,140000
2395,135000
2396,135000
2397,155000
2398,135000
2399,115000
2400,88000
2401,127000
2402,140000
2403,110000
2404,137500
2405,345000
2406,145000
2407,139000
2408,186700
2409,110000
2410,143000
2411,141000
2412,142000
2413,140000
2414,132000
2415,110000
2416,110000
2417,139400
2418,129000
2419,135000
2420,123000
2421,129000
2422,120000
2423,112000
2424,128500
2425,225000
2426,110000
2427,127000
2428,170000
2429,142000
2430,135000
2431,115000
2432,137000
2433,165500
2434,112500
2435,137000
2436,139000
2437,155000
2438,133000
2439,110500
2440,140000
2441,100000
2442,115000
2443,100000
2444,120000
2445,95000
2446,137500
2447,239000
2448,125000
2449,140000
2450,135000
2451,161000
2452,164000
2453,120000
2454,130000
2455,152000
2456,118000
2457,219500
2458,149000
2459,135000
2460,149000
2461,127000
2462,117000
2463,105000
2464,157500
2465,110000
2466,144000
2467,140000
2468,135000
2469,135000
2470,179900
2471,125500
2472,125500
2473,140000
2474,115000
2475,140000
2476,145000
2477,140000
2478,148000
2479,125000
2480,130000
2481,129000
2482,207000
2483,127000
2484,129000
2485,154000
2486,250000
2487,200000
2488,135000
2489,129000
2490,139000
2491,109900
2492,155000
2493,127500
2494,112000
2495,140000
2496,240000
2497,135000
2498,145000
2499,84000
2500,143000
2501,119000
2502,135000
2503,125000
2504,225000
2505,219500
2506,194000
2507,415298
2508,279500
2509,214000
2510,230000
2511,230000
2512,200000
2513,173000
2514,260000
2515,145000
2516,230000
2517,138000
2518,152000
2519,215000
2520,237000
2521,230000
2522,230000
2523,152000
2524,149900
2525,132500
2526,119500
2527,127000
2528,215200
2529,145000
2530,135000
2531,235000
2532,230000
2533,230000
2534,232000
2535,230000
2536,230000
2537,275000
2538,173900
2539,190000
2540,164990
2541,178000
2542,195000
2543,148000
2544,129000
2545,140000
2546,140000
2547,132500
2548,188000
2549,185000
2550,272000
2551,140000
2552,115000
2553,118500
2554,135000
2555,152000
2556,119000
2557,108000
2558,200000
2559,144000
2560,135000
2561,140000
2562,219500
2563,140000
2564,239000
2565,160000
2566,135000
2567,145000
2568,176000
2569,219500
2570,124000
2571,230000
2572,124000
2573,217500
2574,171000
2575,125500
2576,89500
2577,127000
2578,120000
2579,115000
2580,84500
2581,34900
2582,108000
2583,392500
2584,129500
2585,201000
2586,156000
2587,173000
2588,170000
2589,129500
2590,187500
2591,239000
2592,201000
2593,465000
2594,175000
2595,176000
2596,315000
2597,180000
2598,187500
2599,325000
2600,171000
2601,207000
2602,75000
2603,91000
2604,88000
2605,75000
2606,165500
2607,187500
2608,215000
2609,165000
2610,147000
2611,184900
2612,156000
2613,129500
2614,135000
2615,155000
2616,160000
2617,110000
2618,275000
2619,179900
2620,185000
2621,181000
2622,178000
2623,240000
2624,240000
2625,239000
2626,180000
2627,170000
2628,438780
2629,438780
2630,438780
2631,501837
2632,438780
2633,377426
2634,239000
2635,148000
2636,180000
2637,148000
2638,263435
2639,180000
2640,135000
2641,110000
2642,181000
2643,106000
2644,106000
2645,118000
2646,118000
2647,106000
2648,127500
2649,140000
2650,148500
2651,148500
2652,446261
2653,280000
2654,318000
2655,275000
2656,325300
2657,280000
2658,182000
2659,325300
2660,426000
2661,440000
2662,350000
2663,284000
2664,319900
2665,367294
2666,318061
2667,178900
2668,178900
2669,176485
2670,225000
2671,225000
2672,246578
2673,215000
2674,178740
2675,167240
2676,178000
2677,180000
2678,207000
2679,290000
2680,290000
2681,290000
2682,290000
2683,290000
2684,290000
2685,341000
2686,225000
2687,465000
2688,244600
2689,147000
2690,310000
2691,250000
2692,141000
2693,147000
2694,158000
2695,178000
2696,178000
2697,189000
2698,55000
2699,180000
2700,180000
2701,159000
2702,155000
2703,112000
2704,127000
2705,187000
2706,158000
2707,142500
2708,127000
2709,127000
2710,129000
2711,171000
2712,341000
2713,197000
2714,147400
2715,168500
2716,148800
2717,185000
2718,340000
2719,157000
2720,179900
2721,140000
2722,200000
2723,140000
2724,133000
2725,135000
2726,147000
2727,160000
2728,207500
2729,140000
2730,155000
2731,119000
2732,137000
2733,129900
2734,139000
2735,135000
2736,135000
2737,140000
2738,135000
2739,170000
2740,110000
2741,179900
2742,155000
2743,153000
2744,129000
2745,132000
2746,147000
2747,110000
2748,130000
2749,127500
2750,130000
2751,140000
2752,228000
2753,180500
2754,200000
2755,135000
2756,86000
2757,73000
2758,120000
2759,140000
2760,112000
2761,170000
2762,98600
2763,180000
2764,109900
2765,215000
2766,60000
2767,90000
2768,124000
2769,137000
2770,139000
2771,143000
2772,80000
2773,161000
2774,119000
2775,117000
2776,117000
2777,107500
2778,114504
2779,90000
2780,137500
2781,120000
2782,140000
2783,113000
2784,140000
2785,135000
2786,100000
2787,135000
2788,100000
2789,164000
2790,124000
2791,151500
2792,81000
2793,60000
2794,110000
2795,117000
2796,113000
2797,127000
2798,115000
2799,207000
2800,141000
2801,125000
2802,135000
2803,140000
2804,106500
2805,106500
2806,91000
2807,260000
2808,148000
2809,170000
2810,125000
2811,172500
2812,148000
2813,135000
2814,135000
2815,102000
2816,143000
2817,143000
2818,133000
2819,235000
2820,157000
2821,135000
2822,168000
2823,164000
2824,170000
2825,93000
2826,145000
2827,135000
2828,225000
2829,144000
2830,219210
2831,220000
2832,203000
2833,203000
2834,155835
2835,192000
2836,230000
2837,190000
2838,145000
2839,200000
2840,156000
2841,230000
2842,235000
2843,135000
2844,148000
2845,147000
2846,230000
2847,215000
2848,235000
2849,200000
2850,230000
2851,195000
2852,230000
2853,179900
2854,131500
2855,230000
2856,239799
2857,178000
2858,194000
2859,130000
2860,127500
2861,135000
2862,230000
2863,184900
2864,144500
2865,140000
2866,130000
2867,135000
2868,126000
2869,126000
2870,186700
2871,102000
2872,79900
2873,131000
2874,140000
2875,140000
2876,140000
2877,140000
2878,137500
2879,136500
2880,135000
2881,139000
2882,160000
2883,116000
2884,168000
2885,239000
2886,160000
2887,81000
2888,145000
2889,141000
2890,100000
2891,135000
2892,108000
2893,84500
2894,108000
2895,392500
2896,275000
2897,170000
2898,171000
2899,201000
2900,132500
2901,143000
2902,143000
2903,220000
2904,369900
2905,115000
2906,206300
2907,115000
2908,135000
2909,171000
2910,81000
2911,88000
2912,143000
2913,97000
2914,97000
2915,97000
2916,88000
2917,129500
2918,148000
2919,240000
